org01,1,1,<span class='word'>がっこう</span>へ いく。,学校
org01,2,2,大きな <span class='word'>いし</span>を ひろう。,石
org01,3,3,<span class='word'>ちい</span>さな かい。,小
org01,4,4,<span class='word'>ゆうひ</span>が てる。,夕日
org01,5,5,大きい じどう<span class='word'>しゃ</span>。,車
org01,6,6,<span class='word'>はなび</span>たいかい。,花火
org01,7,7,へやに <span class='word'>はい</span>る。,入
org01,8,8,<span class='word'>むいか</span>と 七日。,六日
org01,9,9,ほこりが <span class='word'>め</span>に 入る。,目
org01,10,10,<span class='word'>もり</span>の 中。,森
org02,1,11,八じ <span class='word'>きゅう</span>ふん。,九
org02,2,12,<span class='word'>しろ</span>い ぼうし。,白
org02,3,13,<span class='word'>おう</span>さまに あう。,王
org02,4,14,<span class='word'>みず</span>の なか。,水
org02,5,15,<span class='word'>あお</span>い 空。,青
org02,6,16,一つ <span class='word'>ひゃくえん</span>。,百円
org02,7,17,<span class='word'>き</span>を うえる。,木
org02,8,18,白い <span class='word'>いと</span>。,糸
org02,9,19,<span class='word'>まち</span>の 人びと。,町
org02,10,20,つくえの <span class='word'>した</span>。,下
org03,1,21,お<span class='word'>かね</span>を はらう。,金
org03,2,22,かんじの <span class='word'>がく</span>しゅう。,学
org03,3,23,いえ<span class='word'>じゅう</span>に ひびく。,中
org03,4,24,火ようと <span class='word'>すい</span>よう。,水
org03,5,25,<span class='word'>ただ</span>しい 文。,正
org03,6,26,<span class='word'>し</span>かくい はこ。,四
org03,7,27,<span class='word'>むし</span>の こえ。,虫
org03,8,28,<span class='word'>か</span>ようと 水よう。,火
org03,9,29,<span class='word'>てんき</span>よほう。,天気
org03,10,30,<span class='word'>ゆう</span>がたに なる。,夕
org04,1,31,<span class='word'>むら</span>の おまつり。,村
org04,2,32,<span class='word'>ひと</span>つ えらぶ。,一
org04,3,33,<span class='word'>いぬ</span>が ほえる。,犬
org04,4,34,そとに <span class='word'>で</span>る。,出
org04,5,35,おかの 上に <span class='word'>た</span>つ。,立
org04,6,36,<span class='word'>ちい</span>さく きる。,小
org04,7,37,<span class='word'>に</span>ねん 三くみ。,二
org04,8,38,<span class='word'>あおぞら</span>の下。,青空
org04,9,39,千円さつを <span class='word'>だ</span>す。,出
org04,10,40,虫を <span class='word'>み</span>つける。,見
org05,1,41,<span class='word'>くち</span>を あける。,口
org05,2,42,なつ<span class='word'>やす</span>み。,休
org05,3,43,<span class='word'>だい</span>すきな 花。,大
org05,4,44,<span class='word'>ひ</span>が もえる。,火
org05,5,45,女の<span class='word'>こ</span>の こえ。,子
org05,6,46,やねの <span class='word'>うえ</span>。,上
org05,7,47,あしが <span class='word'>おお</span>きい。,大
org05,8,48,<span class='word'>ぶん</span>しょうを かく。,文
org05,9,49,<span class='word'>たまい</span>れで まけた。,玉入
org05,10,50,<span class='word'>おんな</span>の子の こえ。,女
org06,1,51,<span class='word'>ちから</span>を いれる。,力
org06,2,52,<span class='word'>よ</span>じかんめ。,四
org06,3,53,二かいに <span class='word'>あ</span>がる。,上
org06,4,54,空の <span class='word'>つき</span>。,月
org06,5,55,大きな <span class='word'>がっこう</span>。,学校
org06,6,56,<span class='word'>せんえん</span>さつを 出す。,千円
org06,7,57,<span class='word'>ひと</span>を はこぶ。,人
org06,8,58,<span class='word'>ろく</span>さつの ほん。,六
org06,9,59,ノートを <span class='word'>み</span>せる。,見
org06,10,60,<span class='word'>かわ</span>の ながれ。,川
org07,1,61,あさ <span class='word'>はや</span>く おきる。,早
org07,2,62,<span class='word'>みみ</span>を すます。,耳
org07,3,63,大すきな <span class='word'>はな</span>。,花
org07,4,64,小さな <span class='word'>たけ</span>やぶ。,竹
org07,5,65,<span class='word'>ここの</span>つの いし,九
org07,6,66,森の <span class='word'>なか</span>。,中
org07,7,67,<span class='word'>やす</span>みじかん。,休
org07,8,68,<span class='word'>やま</span>に のぼる。,山
org07,9,69,たなに <span class='word'>あ</span>げる。,上
org07,10,70,<span class='word'>しがつ</span>生まれ。,四月
org08,1,71,<span class='word'>つち</span>で あそぶ。,土
org08,2,72,お<span class='word'>しょうがつ</span>を いわう。,正月
org08,3,73,<span class='word'>な</span>まえを よぶ。,名
org08,4,74,そとへ <span class='word'>で</span>る。,出
org08,5,75,青い <span class='word'>そら</span>。,空
org08,6,76,<span class='word'>じ</span>を かく。,字
org08,7,77,<span class='word'>みぎて</span>で もつ。,右手
org08,8,78,<span class='word'>むし</span>を 見つける。,虫
org08,9,79,<span class='word'>た</span>んぼの 水。,田
org08,10,80,二ねん <span class='word'>さん</span>くみ。,三
org09,1,81,<span class='word'>はち</span>じ 九ふん。,八
org09,2,82,<span class='word'>おお</span>きな いぬ。,大
org09,3,83,<span class='word'>ごじゅう</span>えんだま。,五十
org09,4,84,<span class='word'>あしおと</span>が する。,足音
org09,5,85,<span class='word'>ひと</span>つ 百円。,一
org09,6,86,<span class='word'>しち</span>がつ 十か。,七
org09,7,87,まい<span class='word'>にち</span> あそぶ。,日
org09,8,88,おふろに <span class='word'>はい</span>る。,入
org09,9,89,<span class='word'>こう</span>ていで あそぶ。,校
org09,10,90,<span class='word'>ほん</span>を 見つける。,本
org10,1,91,校ていの <span class='word'>くさ</span>ぬき。,草
org10,2,92,<span class='word'>ひだり</span>に まがる。,左
org10,3,93,七がつ <span class='word'>とお</span>か。,十
org10,4,94,<span class='word'>いち</span>ねんせい。,一
org10,5,95,<span class='word'>かい</span>がらを ひろう。,貝
org10,6,96,<span class='word'>はやし</span>で あそぶ。,林
org10,7,97,<span class='word'>ろっ</span>この あめ。,六
org10,8,98,<span class='word'>あめ</span>が あがる。,雨
org10,9,99,<span class='word'>せんせい</span>に きく。,先生
org10,10,100,<span class='word'>あか</span>しんごうで とまる。,赤
org11,1,101,<span class='word'>あめ</span>が ふる。,雨
org11,2,102,<span class='word'>ひ</span>が のぼる。,日
org11,3,103,気おんが <span class='word'>あ</span>がる。,上
org11,4,104,<span class='word'>ひゃくねん</span>まえ。,百年
org11,5,105,<span class='word'>おとこ</span>の せんせい。,男
org11,6,106,<span class='word'>てん</span>まで とどけ。,天
org11,7,107,六日と <span class='word'>なのか</span>。,七日
org11,8,108,小さな <span class='word'>て</span>。,手
org11,9,109,<span class='word'>き</span>を つける。,気
org11,10,110,<span class='word'>くるま</span>に のる。,車
