org01,1,1,<span class='word'>アイサツ</span>の大切さを説く。,挨拶
org01,2,2,この句は<span class='word'>イン</span>を踏んでいる。,韻
org01,3,3,<span class='word'>イス</span>に座って話を聞く。,椅子
org01,4,4,<span class='word'>アコガ</span>れるのをやめましょう。,憧
org01,5,5,肩が<span class='word'>ダッキュウ</span>してベンチに下がる。,脱臼
org01,6,6,天然<span class='word'>コウボ</span>を使ってパンを焼く。,酵母
org01,7,7,新入生の<span class='word'>ウイウイ</span>しい姿。,初初
org01,8,8,<span class='word'>コフン</span>の発掘調査が始まる。,古墳
org01,9,9,<span class='word'>キガ</span>で多くの人が苦しんでいる。,飢餓
org01,10,10,前回大会の<span class='word'>セツジョク</span>を果たす。,雪辱
org02,1,11,<span class='word'>ゴイ</span>力が足りない単調な文章。,語彙
org02,2,12,若い頃と変わらぬ<span class='word'>ビボウ</span>を保っていた。,美貌
org02,3,13,<span class='word'>ロレツ</span>が回らなくなる。,呂律
org02,4,14,お<span class='word'>ユウギ</span>会のプログラム。,遊戯
org02,5,15,ライバルの活躍に<span class='word'>シット</span>する。,嫉妬
org02,6,16,眠っていた才能が<span class='word'>カクセイ</span>する。,覚醒
org02,7,17,食欲<span class='word'>オウセイ</span>な小学生。,旺盛
org02,8,18,言動に<span class='word'>ナゾ</span>が多い人だ。,謎
org02,9,19,人前で相手を激しく<span class='word'>バトウ</span>した。,罵倒
org02,10,20,勝ってかぶとの<span class='word'>オ</span>を締めよ。,緒
