org01,1,1,部下の<span class='word'>ヒョウカ</span>を任される。,評価
org01,2,2,<span class='word'>セキニン</span>の所在を明確にする。,責任
org01,3,3,昨日と同じ<span class='word'>ユメ</span>を見た。,夢
org01,4,4,学校でうさぎを<span class='word'>シイク</span>する。,飼育
org01,5,5,<span class='word'>クラ</span>べる対象を増やす。,比
org01,6,6,現在の<span class='word'>ジョウタイ</span>に悲観する。,状態
org01,7,7,完成までの<span class='word'>カテイ</span>が前代未聞である。,過程
org01,8,8,<span class='word'>コベツ</span>に案内する。,個別
org01,9,9,月は地球の周りを回る<span class='word'>エイセイ</span>である。,衛星
org01,10,10,ご<span class='word'>センゾ</span>様の墓参りに行く。,先祖
org02,1,11,<span class='word'>コッキョウ</span>での戦争が続く。,国境
org02,2,12,建物に入る<span class='word'>キョカ</span>を得る。,許可
org02,3,13,このヘビには<span class='word'>ドク</span>がない。,毒
org02,4,14,<span class='word'>ココロヨ</span>く引き受ける。,快
org02,5,15,がれきの中から<span class='word'>スク</span>い出す。,救
org02,6,16,大きな<span class='word'>サンミャク</span>が連なっている。,山脈
org02,7,17,<span class='word'>フクスウ</span>の計画が中止になる。,複数
org02,8,18,道に<span class='word'>マヨ</span>って家に帰れない。,迷
org02,9,19,ポイントがなくなり<span class='word'>ソン</span>をした。,損
org02,10,20,大事な資料を<span class='word'>テイシュツ</span>する。,提出
