org01,1,1,力を<span class='word'>ハッキ</span>する前に終わってしまう。,発揮
org01,2,2,絵画の<span class='word'>テンラン</span>会に足を運ぶ。,展覧
org01,3,3,教育係を<span class='word'>タントウ</span>する。,担当
org01,4,4,<span class='word'>ハリガネ</span>を使った手芸品。,針金
org01,5,5,<span class='word'>ムズカ</span>しい問題に直面する。,難
org01,6,6,<span class='word'>カイダン</span>をかけ上がる。,階段
org01,7,7,大事に<span class='word'>ホゾン</span>する。,保存
org01,8,8,発熱した子どもの<span class='word'>カンビョウ</span>をする。,看病
org01,9,9,<span class='word'>キビ</span>しくもあり優しくもある。,厳
org01,10,10,税金を<span class='word'>オサ</span>める義務がある。,納
org02,1,11,<span class='word'>ギュウニュウ</span>をコップに注ぐ。,牛乳
org02,2,12,用紙の<span class='word'>ウラ</span>にも問題がある。,裏
org02,3,13,物語の<span class='word'>ハイケイ</span>を知る。,背景
org02,4,14,機能を<span class='word'>カクチョウ</span>する。,拡張
org02,5,15,家庭<span class='word'>ホウモン</span>に来る予定。,訪問
org02,6,16,女性<span class='word'>センヨウ</span>の部屋で男性は入れない。,専用
org02,7,17,<span class='word'>ユウビン</span>物が届く。,郵便
org02,8,18,映画の続編が<span class='word'>ジョウエイ</span>される。,上映
org02,9,19,<span class='word'>キズ</span>の治りが早い。,傷
org02,10,20,人を<span class='word'>コマ</span>らせる事はしない。,困
