大見出し語3786,1,1,やくしゃ、わざおぎ。,しょうゆう,倡優、娼優
大見出し語3786,2,2,道徳や風俗の衰えた世の中。,きせい,季世
大見出し語3786,3,3,①事件が多い。②仕事が多く忙しい。,たたん,多端
大見出し語3786,4,4,世事に疎く愚か。,うぐ,迂愚
大見出し語3786,5,5,ものごとのはじまり。,へきとう,劈頭
大見出し語3786,6,6,他人からの伝言・便りの敬称。,ほうせい,鳳声
大見出し語3786,7,7,まっすぐに立つ・しっかり定める。,じゅりつ,竪立
大見出し語3786,8,8,不相応の望み。,きゆ,覬覦
大見出し語3786,9,9,①文章の飾り。②詩文をつくる才能。,ぶんそう,文藻
大見出し語3786,10,10,ごく小さいもの。,ぞくりゅう,粟粒
大見出し語3786,11,11,いたがね。,ばんきん,鈑金、板金
大見出し語3786,12,12,草木が群がり生えること。,ぞくせい,族生、簇生
大見出し語3786,13,13,払子。,しゅび,麈尾
大見出し語3786,14,14,①謹んで申し上げる。②経文の一部だけを読む。,けいびゃく,啓白
大見出し語3786,15,15,心の底まで理解しあった友人。,ちいん,知音
大見出し語3786,16,16,宇宙全体・世界。,りくごう,六合
大見出し語3786,17,17,①本性。②金属製品の加工前素材。③鍍金の土台の金属。,じがね,地金
大見出し語3786,18,18,軍隊の兵と馬の食物。,りょうまつ,糧秣
大見出し語3786,19,19,ぬきんでる。,たくらく,卓犖
大見出し語3786,20,20,でく・操り人形・他人に操られる人。,かいらい,傀儡
大見出し語3786,21,21,手すきで田畑の雑草を除き、耕すこと。,どうこう,耨耕
大見出し語3786,22,22,地層がなみなみ。,しゅうきょく,褶曲
大見出し語3786,23,23,すいかずら。,にんどう,荵冬、忍冬
大見出し語3786,24,24,みことのり・詔勅。,せきいつ,尺一
大見出し語3786,25,25,悲しんでやつれること。,しょうすい,傷悴
大見出し語3786,26,26,殿上人・公家。,どうじょう,堂上
大見出し語3786,27,27,父母に孝行し長兄によくしたがう。,こうてい,孝悌、孝弟
大見出し語3786,28,28,取るに足りない者。,いっかい,一介
大見出し語3786,29,29,八部衆の一つ。,けんだつば,乾闥婆、健達縛
大見出し語3786,30,30,なれなれしくする。,こうじつ,狎昵
大見出し語3786,31,31,①生前に死後の幸福を祈る仏事。②年少者の冥福を祈る。,ぎゃくしゅ,逆修
大見出し語3786,32,32,すぐれた馬、または想像上の動物。,きりん,騏驎
大見出し語3786,33,33,仏門に入ったばかりの僧。,しゃみ,沙弥
大見出し語3786,34,34,たかい鼻。,りゅうせつ,隆準
大見出し語3786,35,35,①情け深く思いやりがある。②あわれんで罪を許す。,じんじょ,仁恕
大見出し語3786,36,36,天下・世界。,うだい,宇内
大見出し語3786,37,37,律詩の第三句・第四句、対句をなす。,がんれん,頷聯
大見出し語3786,38,38,いなか・ちまた。,りょこう,閭巷
大見出し語3786,39,39,徘徊・ぐずぐず進まない。,ばんかん,盤桓
大見出し語3786,40,40,かんざし。,さいし,釵子
大見出し語3786,41,41,春の日ののどかなこと。,わく,和煦
大見出し語3786,42,42,遭遇。,ほうちゃく,逢着、逢著
大見出し語3786,43,43,ただやかましい外国語。,げきぜつ,鴃舌
大見出し語3786,44,44,昔な建具の一つ。,しとみ,蔀
大見出し語3786,45,45,醬油。,おしたじ,御下地
大見出し語3786,46,46,遊女屋。,ぎろう,妓楼
大見出し語3786,47,47,うとんじてあなどる・いい加減でおろそか。,そまん,疎慢、疏慢
大見出し語3786,48,48,①大切な用事や要件。②必要であること。,ようよう,要用
大見出し語3786,49,49,変化が少なく特徴のないこと。,のっぺらぼう,野篦坊
大見出し語3786,50,50,人をだます計略。,きけい,詭計
大見出し語3786,51,51,僅かな言葉。,せきご,隻語
大見出し語3786,52,52,①ひさしのかげ。②かばい助ける。③おかげ・助け。,ひいん,庇蔭
大見出し語3786,53,53,トイレ。,こうか,後架
大見出し語3786,54,54,主君に特に可愛がられる臣下。,へいしん,嬖臣
大見出し語3786,55,55,粗末な家。,さいこ,柴戸
大見出し語3786,56,56,夫と離れ離れの妻のうらみや悲しみ。,けいえん,閨怨
大見出し語3786,57,57,災いを除き、けがれをはらうこと。,ふつじょ,祓除、払除
大見出し語3786,58,58,起き上がり小法師。,ふとうおう,不倒翁
大見出し語3786,59,59,香を入れる蓋の付いた容器。,こうごう,香合、香盒
大見出し語3786,60,60,カラタチ・悪者。,ききょく,枳棘
大見出し語3786,61,61,学生・書生。,せいきん,青衿
大見出し語3786,62,62,①鉄でできたくさり。②厳しい束縛や抑圧。,てっさ,鉄鎖
大見出し語3786,63,63,竹の異称。,しくん,此君
大見出し語3786,64,64,僅かな違い。,ひまく,皮膜
大見出し語3786,65,65,昔の中国での髪型。,べんぱつ,辮髪、弁髪
大見出し語3786,66,66,あじけなくもの寂しい・気がめいる。,さくばく,索漠、索莫、索寞
大見出し語3786,67,67,力を添えて政治などを助けること。,よくさん,翼賛
大見出し語3786,68,68,建物が壮大で美しい。,りんかん,輪奐
大見出し語3786,69,69,進言をよろこび聞き入れる。,かのう,嘉納
大見出し語3786,70,70,皇居。,きゅうちょう,九重
大見出し語3786,71,71,官職任命の印とそれをさげるひも。,いんじゅ,印綬
大見出し語3786,72,72,引き受けさせて任せること。,ふたく,負託
大見出し語3786,73,73,調査を必要とする書類。文書や手紙。,あんとく,案牘
大見出し語3786,74,74,不正を取り除く。,かくせい,廓清、郭清
大見出し語3786,75,75,天子が死去すること。,あんが,晏駕
大見出し語3786,76,76,気がめいる・ものさびしい。,しょうそう,悄愴
大見出し語3786,77,77,木製の回転する台。,ろくろ,轆轤
大見出し語3786,78,78,文筆を生活の糧にすること。,けんでん,硯田
大見出し語3786,79,79,いばること。,ごうまん,慠慢、傲慢、敖慢
大見出し語3786,80,80,あわただしいこと・急なこと。,そうそつ,怱卒、倉卒、匆卒、草卒
大見出し語3786,81,81,誉れをあげる・名をはせる・名声が広まる。,ちめい,馳名
大見出し語3786,82,82,果てしなく大きいもの。,こんほう,鯤鵬
大見出し語3786,83,83,完全にくつがえってほろびる・ほろぼす。,ふくめつ,覆滅
大見出し語3786,84,84,なまけること。,らんだ,懶惰、嬾惰
大見出し語3786,85,85,秋風が冷たくなり草木を枯らすこと。,しゅくさつ,粛殺
大見出し語3786,86,86,人に物を差し上げる・目上の人に物を贈る。,しんじょう,進上
大見出し語3786,87,87,片足を引きずる。,はこう,跛行
大見出し語3786,88,88,すすりなく。,ききょ,欷歔
大見出し語3786,89,89,ヤシ科の植物。,しゅろ,棕櫚、棕梠
大見出し語3786,90,90,やまのいただき。,さんてん,山顚、山巓
大見出し語3786,91,91,ナス科の植物。,くこ,枸杞
大見出し語3786,92,92,前帝の位を譲り受けて即位すること。,じゅぜん,受禅
大見出し語3786,93,93,非凡な人相・風采。,せんこつ,仙骨
大見出し語3786,94,94,寛大な心。,がりょう,雅量
大見出し語3786,95,95,袖の中に入るくらいの小さな本。,しゅうちん,袖珍
大見出し語3786,96,96,元気な様子。,せいしょく,生色
大見出し語3786,97,97,他人の罪関連で自分も罰せられる。,るいざ,累坐
大見出し語3786,98,98,家系図。,ふちょう,譜牒
大見出し語3786,99,99,背丈が低いこと。,わいく,矮軀
大見出し語3786,100,100,手応えのないことのたとえ。,はくえい,搏景、搏影
大見出し語3786,101,101,①風が速く吹く。②清らかで明るい。,りゅうりゅう,瀏瀏
大見出し語3786,102,102,①悪い結果が出ること。②評判や具合の悪いこと。,ふしゅび,不首尾
大見出し語3786,103,103,①背骨。②長く連なる山や高地のたとえ。,せきりょう,脊梁
大見出し語3786,104,104,①車が音を立てて走る響き。②馬の嘶く声。,ろくろく,轆轆
大見出し語3786,105,105,陶器をつくる土。,はいど,坏土
大見出し語3786,106,106,ロウバイ科の落葉低木。,ろうばい,臘梅、蠟梅
大見出し語3786,107,107,大空。,たいきょ,太虚、大虚
大見出し語3786,108,108,減らして少なくする。,げんさい,減殺
大見出し語3786,109,109,万物の本質は一体である。,そうそく,相即
大見出し語3786,110,110,評判や名声。,せいか,声価
大見出し語3786,111,111,物事の様子。区別。,あいろ,文色
大見出し語3786,112,112,苦労してはたらくこと。,くろう,劬労
大見出し語3786,113,113,不老不死の二仙人。,きょうしょう,喬松
大見出し語3786,114,114,体をこの世に残し魂だけが体外へ抜け出す仙術。,しかい,尸解
大見出し語3786,115,115,①順序に従う・秩序正しい。②こだわらない・ゆったり。,じゅんじゅん,循循
大見出し語3786,116,116,かがみばこ。,きょうこう,鏡匣
大見出し語3786,117,117,大便小便。,しにょう,屎尿
大見出し語3786,118,118,年をとっても元気なこと。,かくしゃく,矍鑠
大見出し語3786,119,119,月の異称。,ようだい,瑶台
大見出し語3786,120,120,城の周りのほり。,ざんごう,塹壕
大見出し語3786,121,121,神道で神職が行う清めの儀式。,しゅうふつ,修祓
大見出し語3786,122,122,夕立・にわか雨。,しゅうう,驟雨
大見出し語3786,123,123,想像上の動物、実力発揮できない豪傑。,こうりょう,蛟竜
大見出し語3786,124,124,水が干上がる、物がつきる。,こかつ,涸渇、枯渇
大見出し語3786,125,125,外国語の意味がわからない。,しゅり,珠理
大見出し語3786,126,126,墓地。,さんまい,三昧
大見出し語3786,127,127,野卑でみだらな音楽。,ていせい,鄭声
大見出し語3786,128,128,①霧や小雨で視界が悪い。②意識がぼんやり。,もうもう,濛濛、朦朦
大見出し語3786,129,129,燭台にともされたともしび。,けいとう,檠灯
大見出し語3786,130,130,仏堂に飾る旗。,どうばん,幢幡
大見出し語3786,131,131,いしゆみ。,どきゅう,弩弓
大見出し語3786,132,132,勅命で皇后・皇太子を立てること。,さくりつ,冊立
大見出し語3786,133,133,行いがよくない・身持ちがよくない。,ふぎょうせき,不行跡
大見出し語3786,134,134,ある時代のなかごろ。,ちゅうよう,中葉
大見出し語3786,135,135,禅寺で僧の食事などを司る役の僧。,てんぞ,典座
