逞筆◆１,1,1,繫船,解纜,かいらん,繫船、係船（ケイセン）,船をつなぎとめること。特に、船を動かすと損失が大きくなる場合、一時的に船を港にとめておくこと。,解纜（カイラン）,纜を解いて船が港を出ること。ふなで。出帆、出港、出航。
逞筆◆１,2,2,繫留,解纜,かいらん,繫留、係留（ケイリュウ）,つなぎとめておくこと。,解纜（カイラン）,纜を解いて船が港を出ること。ふなで。出帆、出港、出航。
逞筆◆１,3,3,麤笨,細緻,さいち,麤笨、粗笨（ソホン）,おおまかで、細かい点まで行き届いていないこと。また、そのさま。粗雑。,細緻（サイチ）,①きめ細かいこと。②注意が行き届いていて、てぬかりのないさま。細密、綿密、緻密。
逞筆◆１,4,4,麤笨,精緻,せいち,麤笨、粗笨（ソホン）,おおまかで、細かい点まで行き届いていないこと。また、そのさま。粗雑。,精緻（セイチ）,非常に細かくて詳しいこと。精細、精密、緻密。
逞筆◆１,5,5,旭日,落暉,らっき,旭日（キョクジツ）,朝の太陽、またその光。朝日。,落暉（ラッキ）,沈みかけている太陽。夕日。入り日。落陽。
逞筆◆１,6,6,安泰,危殆,きたい,安泰（アンタイ）,危険や心配事もなく、無事でやすらかなこと。安康、安寧。,危殆（キタイ）,非常にあぶないこと。危険、危急。
逞筆◆１,7,7,安佚,鞅掌,おうしょう,安佚、安逸（アンイツ）,気楽に過ごすこと。何もせずに、ぶらぶらと遊び暮らすこと。また、そのさま。,鞅掌（オウショウ）,休みをとれないほど忙しく働くこと。
逞筆◆１,8,8,一掬,万斛,ばんこく,一掬（イッキク）,①両手で、水などを一回すくうこと。ひとすくい。②わずかなことのたとえ。,万斛（バンコク）,きまめて多い分量。
逞筆◆１,9,9,隠逸,出廬,しゅつろ,隠逸（インイツ）,俗世間を逃れてかくれ住むこと。隠遁。,出廬（シュツロ）,引退していた人が再び世に出て活躍すること。
逞筆◆１,10,10,隠棲,出廬,しゅつろ,隠棲、隠栖（インセイ）,俗世間から離れて静かに生活すること。隠遁、隠居。,出廬（シュツロ）,引退していた人が再び世に出て活躍すること。
逞筆◆１,11,11,隠遁,出廬,しゅつろ,隠遁（イントン）,俗世間を逃れてひそやかに暮らすこと。隠棲、隠逸、隠居。,出廬（シュツロ）,引退していた人が再び世に出て活躍すること。
逞筆◆１,12,12,栄達,落魄,らくはく,栄達（エイタツ）,高い地位にのぼること。出世すること。栄進、昇進。,落魄（ラクハク、ラクバク、ラクタク）,おちぶれること。零落。
逞筆◆１,13,13,盈満,虧欠,きけつ,盈満（エイマン）,①いっぱいになること。満ち足りていること。②富や権力がきわめて大きいこと。,虧欠（キケツ）,欠けていること。完全でないこと。
逞筆◆１,14,14,黄昏,黎明,れいめい,黄昏（コウコン、たそがれ）,夕暮れ。薄暗くなった夕方。,黎明（レイメイ）,①夜明け。明け方。②夜明けにあたる、物事が始まる時期のたとえ。また、新しい時代や文化・芸術などの始まり。
逞筆◆１,15,15,嘉尚,詆毀,ていき,嘉尚（カショウ）,ほめたたえること。賞賛すること。,詆毀、詆譏（テイキ）,そしること。人を悪く言うこと。
逞筆◆１,16,16,家厳,家慈,かじ,家厳（カゲン）,自分の父の称。家君。,家慈（カジ）,母親。他人に対して自分の母をいう場合に用いる。
逞筆◆１,17,17,過疎,稠密,ちゅうみつ,過疎（カソ）,①非常にまばらなこと。②地域での人口などが少なすぎること。,稠密、綢密（チュウミツ）,一か所に多く集まること。びっしりとこみ合っていること。
逞筆◆１,18,18,雅語,俚語,りご,雅語（ガゴ）,①みやびやかで正しい言葉。雅言。②和歌などに使われた、奈良・平安時代の言葉。歌語、雅言。,俚語（リゴ）,①俗間に用いられる言葉。また、ある地域の方言の語彙。俗言、俚言。②民間に言い伝えられてきたことわざ。俚諺。
