逞筆◆１,1,1,繫縛,桎梏,しっこく,繫縛（ケイバク）,①つなぎしばること。また、そのもの。ほだし。②精神的に束縛すること。,桎梏（シッコク）,①足かせと手かせ。②自由をさまたげるとの。束縛、拘束。
逞筆◆１,2,2,蟬髪,雲鬢,うんびん,蟬髪（センパツ）,せみの羽のようにすき通った美しい髪。女性の髪の美しさをたとえていう。転じて、美しい女性。美人。蟬鬢。,雲鬢（ウンビン）,女性の豊かな髪の美しさを雲にたとえた言葉。転じて、美しい女性。
逞筆◆１,3,3,顚蹶,蹉躓,さち,顚蹶、転蹶（テンケツ）,①つまずきたおれる。②困難にあって苦しむ。,蹉躓（サチ）,つまずくこと。また、失敗すること。蹉跌。蹉跎。
逞筆◆１,4,4,阿漕,悪辣,あくらつ,阿漕（あこぎ）,非常に欲張りで無情なようす。,悪辣（アクラツ）,やり方があくどいこと。ひどく悪質でたちのわるいこと。
逞筆◆１,5,5,威嚇,恫喝、恫愒,どうかつ,威嚇（イカク）,力を見せつけておどすこと。おどかし。,恫喝、恫愒（ドウカツ）,おどして、怖がらせること。おどかし。脅迫。
逞筆◆１,6,6,易簀,捐館,えんかん,易簀（エキサク）,賢者が死ぬこと。,捐館（エンカン）,身分の高い人の死。
逞筆◆１,7,7,維新,釐革,りかく,維新（イシン）,①すべてが改まって新しくなること。特に、政治的なことについて用いる。②明治維新。,釐革（リカク）,改めること。おさめ改めること。改革すること。
逞筆◆１,8,8,育英,菁莪,せいが,育英（イクエイ）,①才能ある青少年を教育すること。②青少年が学業に専心できるように経済上の援助をすること。,菁莪（セイガ）,人材を育成すること。また、それを楽しむこと。
逞筆◆１,9,9,逸品,尤物,ゆうぶつ,逸品（イッピン）,最上の品物や作品。絶品。,尤物（ユウブツ）,①すぐれた人物や物。②美人。
逞筆◆１,10,10,宇内,寰中,かんちゅう,宇内（ウダイ）,あめのした。天下。世界。,寰中（カンチュウ）,①天子の直轄する地域。寰内。畿内。②天下のおさめる所。天下。国内。
逞筆◆１,11,11,嬰児,孩提,がいてい,嬰児（エイジ、みどりご）,生まれてから三歳くらいまでの子供。幼児。,孩提（ガイテイ）,乳児。また、二、三歳の幼児。
逞筆◆１,12,12,越権,僭越,せんえつ,越権（エッケン）,与えられた権限以上のことに口を出すこと。,僭越（センエツ）,身分・分限を越え、出過ぎること。
逞筆◆１,13,13,円居,団欒,だんらん,円居、団居（まどい）,①人がまるく座ること。車座。②人が親しく集まること。団欒。,団欒（ダンラン）,集まって楽しく語り合うこと。親しい者どうしのなごやかな会合。
逞筆◆１,14,14,遠近,遐邇,かじ,遠近（エンキン）,遠い所と近い所。遠いことと近いこと。,遐邇（カジ）,遠い所と近い所。遠近。
逞筆◆１,15,15,鉛槧,操觚,そうこ,鉛槧（エンザン）,①文字を書いたり、塗って消したりするのに用いる胡粉と、文字を書く板。筆記用具。②詩や文章を書くこと。,操觚（ソウコ）,詩文を作ること。文筆に従事すること。
逞筆◆１,16,16,奥津城,青山,せいざん,奥津城（おくつき、おきつき）,墓。墓所。,青山（セイザン）,①樹木が青々と茂っている山。②人が死んで骨を埋める場所。墓場。
逞筆◆１,17,17,黄白,阿堵物,あとぶつ,黄白（コウハク）,①金色と白色。②金と銀。③金銭,阿堵物（アトブツ）,銭の異名。中国六朝時代の俗語で、このもの、の意。
逞筆◆１,18,18,音物,苞苴,ほうしょ,音物（インモツ、インブツ）,①贈り物。進物。②わいろ。,苞苴（ホウショ、つと）,①わらなどを束ねて、その中に魚、果物などの食品を包むこと。また、その包んだもの。あらまき。つと。②つとに入れたみやげもの。また一般に、贈答品。③賄賂。音物。まいない。
逞筆◆１,19,19,佳肴,好下物,こうかぶつ,佳肴、嘉肴（カコウ）,うまい料理。おいしい酒のさかな。ごちそう。,好下物（コウカブツ）,よい酒の肴。佳肴。
逞筆◆１,20,20,家訓,庭訓,ていきん,家訓（カクン、カキン）,その家に代々伝わる教え・戒め。家憲、庭訓。,庭訓（テイキン）,庭での教えの意から、家庭の教訓。家庭のしつけ。
逞筆◆１,21,21,火宅,娑婆,しゃば,火宅（カタク）,現世。娑婆。悩み・苦しみに満ちたこの世を、火事で燃える家にたとえた語。,娑婆（シャバ、サバ）,①この世。人間界。現世。俗世。②獄中や兵営などの拘束された世界から見た、外の自由な世界。
逞筆◆１,22,22,花街,斜巷,しゃこう,花街（カガイ、はなまち）,遊郭のある所。いろまち。遊里、花柳。,斜巷（シャコウ）,花柳街。遊里。
逞筆◆１,23,23,雅量,襟度,きんど,雅量（ガリョウ）,広くおおらかな度量。寛大な心。広量。,襟度（キンド）,人の意見などを受け入れられる心の広さ。度量。
逞筆◆１,24,24,悔悛,懺悔,ざんげ,悔悛（カイシュン）,キリスト教で、自分が過去に犯した罪を神に告げ、わびて許しを得ること。,懺悔（ザンゲ、サンゲ）,過去に犯した罪を後悔して、神や人に告白すること。
逞筆◆１,25,25,戒飭,譴責,けんせき,戒飭（カイチョク）,注意を与えて行いをつつしませること。また、自らをいましめつつしむこと。,譴責（ケンセキ）,①あやまちや不正などをとがめ責めること。②かつて公務員の職務上の過失に対して与えられた懲戒処分の一つ。現在は「戒告」という。
逞筆◆１,26,26,渇望,垂涎,すいぜん,渇望（カツボウ）,のどがかわいて水を欲しがるように、強くのぞむこと。,垂涎（スイゼン、スイセン、スイエン）,①食べたくてよだれをたらすこと。②非常にほしがること。
逞筆◆１,27,27,乾坤,霄壌,しょうじょう,乾坤（ケンコン）,①天と地。空と大地。霄壌。②陽と陰。③方角で、北西の戌亥と南西の未申。,霄壌（ショウジョウ）,天と地。また、天と地のように非常に隔たりのあるたとえ。雲泥。
逞筆◆１,28,28,簡牘,書疏,しょそ,簡牘、竿牘（カントク）,①文書。書類。②書簡。手紙。簡札。,書疏（ショソ）,書状。書簡。手紙。
逞筆◆１,29,29,還俗,復飾,ふくしょく,還俗（ゲンゾク）,出家した僧や尼が、再び世俗の人間にかえること。,復飾（フクショク）,僧が還俗すること。
逞筆◆１,30,30,還暦,華甲,かこう,還暦（カンレキ）,六十年で干支が再び生まれたときのものに還ることから、数え年で六一歳のこと。本卦がえり。,華甲（カコウ）,数え年六一歳の呼称。還暦。
逞筆◆１,31,31,閑居,棲遅、栖遅,せいち,閑居、間居（カンキョ）,①静かで落ちついた住居。②することがなくひまなこと。③世俗から離れてのんびりと暮らすこと。,棲遅、栖遅（セイチ）,①ゆっくりと休息すること。②官を退いて、また、官に仕えず世俗を離れてすむこと。また、その家。閑居。
逞筆◆１,32,32,陥穽,圏套,けんとう,陥穽（カンセイ）,①落とし穴。わな。②人を陥れる計略。,圏套（ケントウ）,①わな。しかけ。また、策をめぐらすこと。計略。②なわばりのうち。勢力の範囲内。
逞筆◆１,33,33,雁札,尺牘,せきとく,雁札（ガンサツ）,音信の書。手紙。かりのたより。雁書。雁信。雁文。雁素。,尺牘（セキトク、シャクドク）,文書。手紙。書状。
逞筆◆１,34,34,雁書,尺牘,せきとく,雁書（ガンショ）,手紙。雁信、雁札、雁帛。,尺牘（セキトク、シャクドク）,文書。手紙。書状。
逞筆◆１,35,35,雁帛,尺牘,せきとく,雁帛（ガンパク）,手紙。音信。雁書。,尺牘（セキトク、シャクドク）,文書。手紙。書状。
逞筆◆１,36,36,気儘,放埒,ほうらつ,気儘（キまま）,自分の思うとおりに振る舞うこと。また、そのさま。気の向くまま。気随、勝手。,放埒（ホウラツ）,①「放逸」に同じ。放縦。②酒や色欲にふけること。放蕩。
逞筆◆１,37,37,欺罔,瞞着、瞞著,まんちゃく,欺罔（ギモウ、キモウ、ギボウ）,人の目をくらまし、あざむくこと。,瞞着、瞞著（マンチャク）,あざむくこと。だますこと。ごまかすこと。
逞筆◆１,38,38,義捐,救恤,きゅうじゅつ,義捐、義援（ギエン）,慈善のため、また不幸や災害にあった人に対して、金品を寄付すること。,救恤（キュウジュツ）,困っている人たちに物品などを恵み助けること。救援。
逞筆◆１,39,39,蟻附,蝟集,いしゅう,蟻附、蟻付（ギフ）,蟻が甘いものに寄り付くように、大勢の者が群がり集まること。,蝟集（イシュウ）,ハリネズミの毛のように、多くの物が一か所にあつまること。雲集、密集。
逞筆◆１,40,40,逆睹,端倪,たんげい,逆睹（ギャクト、ゲキト）,あらかじめ見通しをつけること。,端倪（タンゲイ）,①物事のはじめと終わり。②物事のなりゆきをおしはかること。推測すること。
逞筆◆１,41,41,居然,無聊,ぶりょう,居然（キョゼン）,①じっとして動かないさま。いながら。②することがなく退屈なさま。つれづれ。,無聊（ブリョウ、ムリョウ）,①することがなく、退屈なこと。つれづれ。②気になることがあって楽しめないこと。
逞筆◆１,42,42,供物,神饌,しんせん,供物（クモツ）,神仏に供養のため、そなえるもの。おそなえ。,神饌（シンセン）,神にそなえる飲食物。稲・酒・米や野菜・魚介類・塩や水など。御饌（みけ）。供物。
逞筆◆１,43,43,匡弼,誘掖,ゆうえき,匡弼（キョウヒツ）,誤りをただし、欠けたところを補い助けること。また、その人。匡輔。,誘掖（ユウエキ）,導き助けること。導き、教えること。
逞筆◆１,44,44,恐惶,畏憚,いたん,恐惶（キョウコウ）,①おそれかしこまること。②手紙の末尾に用いる語。,畏憚（イタン）,おそれて気をつかい、遠慮すること。
逞筆◆１,45,45,教唆,指嗾、使嗾,しそう,教唆（キョウサ）,①他人を嗾けること。特に、悪事を唆すこと。②他人を唆して犯意を起こさせること。法律で共犯の一形式。,指嗾、使嗾（シソウ）,人を唆すこと。嗾けること。教唆。
逞筆◆１,46,46,郷関,桑梓,そうし,郷関（キョウカン）,①郷里の村の門。故郷と他国との国ざかい。②郷里。故郷。,桑梓（ソウシ）,父母を敬慕すること。また、郷里。ふるさと。
逞筆◆１,47,47,玉座,宝祚,ほうそ,玉座（ギョクザ）,天皇・皇帝などの座る場所。,宝祚（ホウソ）,天子の位。帝座。あまつひつぎ。皇位、帝位、玉座、丕祚。
逞筆◆１,48,48,玉折,易簀,えきさく,玉折（ギョクセツ）,玉が砕けこわれること。すぐれたものが失われること。転じて立派な死に方や、すぐれた人が若死することにいう。,易簀（エキサク）,病床をとりかえる意から、人の死を言う。賢者が死ぬこと。
逞筆◆１,49,49,玉蟾,姮娥,こうが,玉蟾（ギョクセン）,月の異称。月に蟾がすむという中国の伝説から。,姮娥（コウガ）,月の異名。月中の女。
