org01,1,1,みんなの<span class='word'>イケン</span>を聞いて考える。,意見
org01,2,2,<span class='word'>サム</span>さに負けない体を作る。,寒
org01,3,3,<span class='word'>ヨテイ</span>がかわってしまう。,予定
org01,4,4,先生に<span class='word'>ソウダン</span>する。,相談
org01,5,5,田んぼと<span class='word'>ハタケ</span>のちがい。,畑
org01,6,6,おもちゃの<span class='word'>ブヒン</span>がこわれる。,部品
org01,7,7,<span class='word'>ニワ</span>の木が大きくなる。,庭
org01,8,8,<span class='word'>オ</span>としあなをほる。,落
org01,9,9,<span class='word'>ドウロ</span>にひびが入っている。,道路
org01,10,10,<span class='word'>セキタン</span>を使った発電所。,石炭
org02,1,11,<span class='word'>ビョウキ</span>になったことがない。,病気
org02,2,12,木の<span class='word'>イタ</span>を重ねる。,板
org02,3,13,<span class='word'>モンダイ</span>が山のようにある。,問題
org02,4,14,<span class='word'>テンコウ</span>生の名前を聞く。,転校
org02,5,15,<span class='word'>シゴト</span>の時間になる。,仕事
org02,6,16,夏の<span class='word'>アツ</span>い日に出かける。,暑
org02,7,17,もう<span class='word'>キ</span>ない服をすてる。,着
org02,8,18,<span class='word'>ハナヂ</span>が止まらない。,鼻血
org02,9,19,<span class='word'>ソクド</span>計を買ってもらう。,速度
org02,10,20,車に<span class='word'>ノ</span>って会社に行く。,乗
org03,1,21,草むらに<span class='word'>チャクチ</span>する。,着地
org03,2,22,<span class='word'>セカイ</span>大会に出場する。,世界
org03,3,23,よごれを水で<span class='word'>ナガ</span>す。,流
org03,4,24,三<span class='word'>ビョウ</span>前に起こったできごと。,秒
org03,5,25,自分の名前を<span class='word'>カンジ</span>で書く。,漢字
org03,6,26,<span class='word'>カイガン</span>で貝をひろう。,海岸
org03,7,27,家族の<span class='word'>シャシン</span>をかざる。,写真
org03,8,28,<span class='word'>ケンキュウ</span>所のそうじをする。,研究
org03,9,29,<span class='word'>ム</span>こうの方で音がする。,向
org03,10,30,<span class='word'>ショウワ</span>の時代に生まれた。,昭和
org04,1,31,水をコップに<span class='word'>ソソ</span>ぐ。,注
org04,2,32,<span class='word'>テチョウ</span>に予定を書く。,手帳
org04,3,33,テレビ<span class='word'>ガメン</span>にうつる。,画面
org04,4,34,運動会の<span class='word'>レンシュウ</span>をする。,練習
org04,5,35,<span class='word'>アクヤク</span>が正体を現す。,悪役
org04,6,36,<span class='word'>イソ</span>いで家に帰る。,急
org04,7,37,<span class='word'>ニガ</span>い薬を飲む。,苦
org04,8,38,荷物はなるべく<span class='word'>カル</span>くして行く。,軽
org04,9,39,大事な物を<span class='word'>ハコ</span>につめる。,箱
org04,10,40,毛なみが<span class='word'>ウツク</span>しいねこ。,美
